"번호","지역","상호","주소","기간","상표","셀프여부","고급휘발유","휘발유","경유","실내등유"
"A0002265","경기 화성시","금호주유소","경기 화성시 향남읍 은행나무로 561-4","2025년 09월","GS칼텍스","일반","0.00","1659.00","1557.00","1301.67"
"A0002265","경기 화성시","금호주유소","경기 화성시 향남읍 은행나무로 561-4","2025년 10월","GS칼텍스","일반","0.00","1659.00","1557.71","1303.23"
"A0002703","경기 화성시","기아현대주유소","경기 화성시 우정읍 기아자동차로 386","2025년 09월","HD현대오일뱅크","셀프","0.00","1659.33","1550.00","0.00"
"A0002703","경기 화성시","기아현대주유소","경기 화성시 우정읍 기아자동차로 386","2025년 10월","HD현대오일뱅크","셀프","0.00","1659.32","1549.32","0.00"
"A0033339","경기 화성시","기안셀프주유소","경기 화성시 서부로 1343","2025년 09월","SK에너지","셀프","1868.00","1628.00","1488.00","0.00"
"A0033339","경기 화성시","기안셀프주유소","경기 화성시 서부로 1343","2025년 10월","SK에너지","셀프","1871.23","1631.23","1491.23","1500.00"
"A0002151","경기 화성시","기영주유소","경기 화성시 향남읍 은행나무로 627","2025년 09월","SK에너지","일반","0.00","1688.00","1563.67","1350.00"
"A0002151","경기 화성시","기영주유소","경기 화성시 향남읍 은행나무로 627","2025년 10월","SK에너지","일반","0.00","1688.00","1559.29","1350.00"
"A0009855","경기 화성시","남양대로주유소","경기 화성시 남양읍 화성로 1235","2025년 09월","HD현대오일뱅크","셀프","0.00","1611.53","1466.07","0.00"
"A0009855","경기 화성시","남양대로주유소","경기 화성시 남양읍 화성로 1235","2025년 10월","HD현대오일뱅크","셀프","0.00","1619.71","1503.39","0.00"
"A0002330","경기 화성시","남양신도시주유소","경기 화성시 남양읍 화성로 957","2025년 09월","GS칼텍스","셀프","0.00","1582.33","1447.00","1348.33"
"A0002330","경기 화성시","남양신도시주유소","경기 화성시 남양읍 화성로 957","2025년 10월","GS칼텍스","셀프","0.00","1597.23","1473.00","1287.74"
"A0002171","경기 화성시","노하공단주유소","경기 화성시 팔탄면 현대기아로 8","2025년 09월","SK에너지","일반","0.00","1759.00","1639.00","1448.21"
"A0002171","경기 화성시","노하공단주유소","경기 화성시 팔탄면 현대기아로 8","2025년 10월","SK에너지","일반","0.00","1762.23","1642.23","1432.26"
"A0002553","경기 화성시","대경TLS(주)대경주유소","경기 화성시 우정읍 남양만로 454","2025년 09월","SK에너지","일반","0.00","1685.20","1555.20","0.00"
"A0002553","경기 화성시","대경TLS(주)대경주유소","경기 화성시 우정읍 남양만로 454","2025년 10월","SK에너지","일반","0.00","1679.57","1545.29","0.00"
"A0008986","경기 화성시","대동에너지주유소","경기 화성시 양감면 은행나무로 442","2025년 09월","HD현대오일뱅크","셀프","0.00","1659.00","1533.00","1300.00"
"A0008986","경기 화성시","대동에너지주유소","경기 화성시 양감면 은행나무로 442","2025년 10월","HD현대오일뱅크","셀프","0.00","1659.00","1535.13","1300.00"
"A0032920","경기 화성시","대명에너지2","경기 화성시 정남면 만년로 778-5","2025년 09월","HD현대오일뱅크","셀프","0.00","1628.00","1488.00","0.00"
"A0032920","경기 화성시","대명에너지2","경기 화성시 정남면 만년로 778-5","2025년 10월","HD현대오일뱅크","셀프","0.00","1634.03","1509.84","0.00"
"A0002562","경기 화성시","대보유통㈜ 화성(상)주유소/충전소","경기 화성시 팔탄면 서해안고속도로 302-1","2025년 09월","알뜰(ex)","셀프","0.00","1604.30","1474.00","0.00"
"A0002562","경기 화성시","대보유통㈜ 화성(상)주유소/충전소","경기 화성시 팔탄면 서해안고속도로 302-1","2025년 10월","알뜰(ex)","셀프","0.00","1608.45","1481.42","0.00"
"A0002561","경기 화성시","대보유통㈜화성(하)목포방향","경기 화성시 팔탄면 서해안고속도로 301-1","2025년 09월","알뜰(ex)","셀프","0.00","1604.30","1474.00","0.00"
"A0002561","경기 화성시","대보유통㈜화성(하)목포방향","경기 화성시 팔탄면 서해안고속도로 301-1","2025년 10월","알뜰(ex)","셀프","0.00","1608.45","1481.42","0.00"
"A0011822","경기 화성시","대성유류판매(주)주유소","경기 화성시 우정읍 포승향남로 1208","2025년 09월","SK에너지","셀프","0.00","1619.00","1482.20","1236.21"
"A0011822","경기 화성시","대성유류판매(주)주유소","경기 화성시 우정읍 포승향남로 1208","2025년 10월","SK에너지","셀프","0.00","1616.10","1481.23","1200.00"
"A0033241","경기 화성시","대양석유(주)동탄드림주유소","경기도 화성시 동탄순환대로 731(영천동)","2025년 09월","SK에너지","셀프","0.00","1729.00","1594.00","0.00"
"A0033241","경기 화성시","대양석유(주)동탄드림주유소","경기도 화성시 동탄순환대로 731(영천동)","2025년 10월","SK에너지","셀프","0.00","1729.00","1594.00","0.00"
"A0005805","경기 화성시","대원주유소","경기 화성시 팔탄면 서해로 1322-3","2025년 09월","S-OIL","셀프","0.00","1599.00","1447.00","0.00"
"A0005805","경기 화성시","대원주유소","경기 화성시 팔탄면 서해로 1322-3","2025년 10월","S-OIL","셀프","0.00","1599.00","1449.90","0.00"
"A0002377","경기 화성시","덕성주유소","경기 화성시 팔탄면 버들로 1509","2025년 09월","HD현대오일뱅크","일반","0.00","1718.00","1588.00","1450.00"
"A0002377","경기 화성시","덕성주유소","경기 화성시 팔탄면 버들로 1509","2025년 10월","HD현대오일뱅크","일반","0.00","1718.00","1588.00","1450.00"
"A0002174","경기 화성시","덕우주유소","경기 화성시 팔탄면 온천로 127","2025년 09월","GS칼텍스","일반","0.00","1669.00","1512.33","1248.33"
"A0002174","경기 화성시","덕우주유소","경기 화성시 팔탄면 온천로 127","2025년 10월","GS칼텍스","일반","0.00","1659.97","1515.97","1230.65"
"A0002488","경기 화성시","동그라미주유소","경기 화성시 팔탄면 서해로 1380","2025년 09월","GS칼텍스","셀프","0.00","1599.00","1447.00","0.00"
"A0002488","경기 화성시","동그라미주유소","경기 화성시 팔탄면 서해로 1380","2025년 10월","GS칼텍스","셀프","0.00","1601.58","1450.87","0.00"
"A0002204","경기 화성시","동양산업(주)마도주유소","경기도 화성시 마도면 화성로 873","2025년 09월","GS칼텍스","셀프","0.00","1590.33","1451.33","0.00"
"A0002204","경기 화성시","동양산업(주)마도주유소","경기도 화성시 마도면 화성로 873","2025년 10월","GS칼텍스","셀프","0.00","1596.23","1472.77","0.00"
"A0031274","경기 화성시","동양산업㈜신덕우리주유소","경기 화성시 팔탄면 포승향남로 2295","2025년 09월","GS칼텍스","일반","0.00","1612.33","1475.00","1250.00"
"A0031274","경기 화성시","동양산업㈜신덕우리주유소","경기 화성시 팔탄면 포승향남로 2295","2025년 10월","GS칼텍스","일반","0.00","1617.58","1478.23","1250.00"
"A0002296","경기 화성시","동오주유소","경기 화성시 향남읍 발안로 451","2025년 09월","HD현대오일뱅크","일반","0.00","1699.00","1579.00","1350.00"
"A0002296","경기 화성시","동오주유소","경기 화성시 향남읍 발안로 451","2025년 10월","HD현대오일뱅크","일반","0.00","1699.00","1579.00","1350.00"
"A0033232","경기 화성시","동탄2주유소","경기 화성시 동탄대로 750 (영천동)","2025년 09월","GS칼텍스","셀프","0.00","1695.80","1585.47","0.00"
"A0033232","경기 화성시","동탄2주유소","경기 화성시 동탄대로 750 (영천동)","2025년 10월","GS칼텍스","셀프","0.00","1704.10","1584.10","0.00"
"A0033442","경기 화성시","동탄그린주유소","경기 화성시 동탄산단5길 10-44","2025년 09월","GS칼텍스","셀프","0.00","1626.67","1490.67","0.00"
"A0033442","경기 화성시","동탄그린주유소","경기 화성시 동탄산단5길 10-44","2025년 10월","GS칼텍스","셀프","0.00","1630.32","1498.65","0.00"
"A0007446","경기 화성시","동탄농협주유소","경기 화성시 삼성1로 196","2025년 09월","NH-OIL","셀프","0.00","1631.13","1505.00","1458.62"
"A0007446","경기 화성시","동탄농협주유소","경기 화성시 삼성1로 196","2025년 10월","NH-OIL","셀프","0.00","1637.23","1512.10","1412.90"
"A0002237","경기 화성시","동탄뉴타운주유소","경기 화성시 경기동로 234","2025년 09월","GS칼텍스","일반","1929.00","1689.00","1549.69","0.00"
"A0002237","경기 화성시","동탄뉴타운주유소","경기 화성시 경기동로 234","2025년 10월","GS칼텍스","일반","1938.00","1698.00","1570.33","0.00"
"A0033251","경기 화성시","동탄명품주유소","경기도 화성시 동탄신리천로 249(오산동)","2025년 09월","S-OIL","셀프","1927.00","1736.00","1597.00","0.00"
"A0033251","경기 화성시","동탄명품주유소","경기도 화성시 동탄신리천로 249(오산동)","2025년 10월","S-OIL","셀프","1927.00","1736.00","1597.00","0.00"
"A0032966","경기 화성시","동탄반월주유소","경기 화성시 동탄원천로 447 (반월동)","2025년 09월","SK에너지","셀프","0.00","1698.00","1629.00","1500.00"
"A0032966","경기 화성시","동탄반월주유소","경기 화성시 동탄원천로 447 (반월동)","2025년 10월","SK에너지","셀프","0.00","1697.00","1630.61","1500.00"
"A0002396","경기 화성시","동탄예운주유소","경기 화성시 경기동로 492 (장지동)","2025년 09월","HD현대오일뱅크","일반","0.00","1623.00","1483.00","1340.00"
"A0002396","경기 화성시","동탄예운주유소","경기 화성시 경기동로 492 (장지동)","2025년 10월","HD현대오일뱅크","일반","0.00","1625.14","1486.21","1313.21"
"A0007394","경기 화성시","동탄주유소","경기 화성시 10용사로 446","2025년 09월","GS칼텍스","셀프","1993.00","1731.00","1629.00","1450.00"
"A0007394","경기 화성시","동탄주유소","경기 화성시 10용사로 446","2025년 10월","GS칼텍스","셀프","1971.58","1721.58","1612.55","1450.00"
"A0002232","경기 화성시","동현주유소","경기 화성시 향남읍 3.1만세로 1015","2025년 09월","SK에너지","셀프","0.00","1668.00","1538.00","1350.00"
"A0002232","경기 화성시","동현주유소","경기 화성시 향남읍 3.1만세로 1015","2025년 10월","SK에너지","셀프","0.00","1668.00","1538.00","1350.00"
"A0002593","경기 화성시","동화주유소","경기 화성시 봉담읍 효행로 188","2025년 09월","SK에너지","일반","0.00","1745.67","1511.00","1430.00"
"A0002593","경기 화성시","동화주유소","경기 화성시 봉담읍 효행로 188","2025년 10월","SK에너지","일반","0.00","1780.29","1545.55","1430.00"
"A0033802","경기 화성시","로드801(ROAD801) 주식회사","경기도 화성시 남양읍 시청로 399","2025년 10월","S-OIL","셀프","1903.45","1611.73","1471.73","1290.67"
"A0005996","경기 화성시","마도IC주유소","경기 화성시 마도면 화성로 667","2025년 09월","S-OIL","셀프","0.00","1610.33","1473.10","1220.00"
"A0005996","경기 화성시","마도IC주유소","경기 화성시 마도면 화성로 667","2025년 10월","S-OIL","셀프","0.00","1616.94","1483.74","1220.00"
"A0000896","경기 화성시","마도농협쌍송점주유소","경기 화성시 마도면 마도공단로 149","2025년 09월","NH-OIL","셀프","0.00","1635.00","1495.00","1250.00"
"A0000896","경기 화성시","마도농협쌍송점주유소","경기 화성시 마도면 마도공단로 149","2025년 10월","NH-OIL","셀프","0.00","1636.29","1497.58","1252.58"
"A0002547","경기 화성시","마도농협주유소","경기 화성시 마도면 화성로 777","2025년 09월","NH-OIL","셀프","0.00","1635.00","1495.00","1250.00"
"A0002547","경기 화성시","마도농협주유소","경기 화성시 마도면 화성로 777","2025년 10월","NH-OIL","셀프","0.00","1636.29","1497.58","1252.58"
"A0009753","경기 화성시","마도알뜰주유소","경기 화성시 마도면 두곡서길 58","2025년 09월","알뜰주유소","셀프","0.00","1596.00","1462.67","0.00"
"A0009753","경기 화성시","마도알뜰주유소","경기 화성시 마도면 두곡서길 58","2025년 10월","알뜰주유소","셀프","0.00","1597.00","1477.77","0.00"
"A0002266","경기 화성시","만세주유소","경기 화성시 비봉면 푸른들판로 1133","2025년 09월","SK에너지","일반","0.00","1699.00","1580.33","1390.00"
"A0002266","경기 화성시","만세주유소","경기 화성시 비봉면 푸른들판로 1133","2025년 10월","SK에너지","일반","0.00","1699.00","1586.74","1390.00"
"A0033111","경기 화성시","매송주유소","경기 화성시 매송면 푸른들판로 1937","2025년 09월","S-OIL","셀프","0.00","1658.33","1530.00","1450.00"
"A0033111","경기 화성시","매송주유소","경기 화성시 매송면 푸른들판로 1937","2025년 10월","S-OIL","셀프","0.00","1658.23","1528.23","1450.00"
"A0033277","경기 화성시","매송주유소(목포방향)","경기 화성시 매송면 서해안고속도로 315-1","2025년 09월","알뜰(ex)","셀프","1998.00","1658.33","1524.83","0.00"
"A0033277","경기 화성시","매송주유소(목포방향)","경기 화성시 매송면 서해안고속도로 315-1","2025년 10월","알뜰(ex)","셀프","1998.00","1659.06","1526.00","0.00"
"A0033276","경기 화성시","매송주유소(서울방향)","경기 화성시 매송면 서해안고속도로 316-1","2025년 09월","알뜰(ex)","셀프","1998.00","1658.33","1524.83","0.00"
"A0033276","경기 화성시","매송주유소(서울방향)","경기 화성시 매송면 서해안고속도로 316-1","2025년 10월","알뜰(ex)","셀프","1998.00","1658.77","1526.00","0.00"
"A0002146","경기 화성시","매향주유소","경기 화성시 우정읍 기아자동차로 251","2025년 09월","GS칼텍스","일반","0.00","1668.67","1574.67","1300.00"
"A0002146","경기 화성시","매향주유소","경기 화성시 우정읍 기아자동차로 251","2025년 10월","GS칼텍스","일반","0.00","1664.65","1568.03","1300.00"
"A0006986","경기 화성시","매화주유소","경기 화성시 서신면 궁평항로 1679","2025년 09월","SK에너지","일반","0.00","1668.00","1538.00","1233.85"
"A0006986","경기 화성시","매화주유소","경기 화성시 서신면 궁평항로 1679","2025년 10월","SK에너지","일반","0.00","1668.00","1538.00","1200.00"
"A0002481","경기 화성시","미소주유소","경기 화성시 마도면 화성로 570","2025년 09월","HD현대오일뱅크","셀프","0.00","1608.83","1474.00","1205.33"
"A0002481","경기 화성시","미소주유소","경기 화성시 마도면 화성로 570","2025년 10월","HD현대오일뱅크","셀프","0.00","1615.97","1482.23","1225.81"
"A0021509","경기 화성시","민들레셀프주유소","경기 화성시 향남읍 발안만세길 156","2025년 09월","SK에너지","셀프","0.00","1639.00","1509.00","1350.00"
"A0021509","경기 화성시","민들레셀프주유소","경기 화성시 향남읍 발안만세길 156","2025년 10월","SK에너지","셀프","0.00","1639.00","1509.00","1350.00"
"A0012870","경기 화성시","발안고속주유소","경기 화성시 장안면 3.1만세로 562","2025년 09월","SK에너지","일반","0.00","1658.00","1528.00","1238.33"
"A0012870","경기 화성시","발안고속주유소","경기 화성시 장안면 3.1만세로 562","2025년 10월","SK에너지","일반","0.00","1656.39","1533.16","1200.00"
"A0002331","경기 화성시","발안주유소","경기 화성시 팔탄면 삼천병마로 355","2025년 09월","S-OIL","셀프","0.00","1600.27","1475.27","1350.00"
"A0002331","경기 화성시","발안주유소","경기 화성시 팔탄면 삼천병마로 355","2025년 10월","S-OIL","셀프","0.00","1607.65","1481.06","1298.74"
"A0007418","경기 화성시","백산주유소","경기 화성시 효행로 606","2025년 09월","S-OIL","셀프","0.00","1676.73","1545.00","0.00"
"A0007418","경기 화성시","백산주유소","경기 화성시 효행로 606","2025년 10월","S-OIL","셀프","0.00","1677.71","1562.42","0.00"
"A0033712","경기 화성시","봉담제일주유소","경기 화성시 봉담읍 상리중앙로 257","2025년 09월","S-OIL","셀프","0.00","1610.67","1485.00","0.00"
"A0033712","경기 화성시","봉담제일주유소","경기 화성시 봉담읍 상리중앙로 257","2025년 10월","S-OIL","셀프","0.00","1610.84","1487.90","0.00"
"A0002122","경기 화성시","비봉주유소","경기 화성시 비봉면 푸른들판로 1672","2025년 09월","GS칼텍스","일반","0.00","1605.67","1527.67","1250.00"
"A0002122","경기 화성시","비봉주유소","경기 화성시 비봉면 푸른들판로 1672","2025년 10월","GS칼텍스","일반","0.00","1617.76","1539.76","1250.00"
"A0002031","경기 화성시","사강주유소","경기 화성시 송산면 송산포도로 42","2025년 09월","HD현대오일뱅크","일반","0.00","1798.00","1658.00","1350.00"
"A0002031","경기 화성시","사강주유소","경기 화성시 송산면 송산포도로 42","2025년 10월","HD현대오일뱅크","일반","0.00","1798.00","1658.00","1350.00"
"A0002145","경기 화성시","사거리주유소","경기 화성시 우정읍 쌍봉로 418","2025년 09월","HD현대오일뱅크","일반","0.00","1799.00","1659.00","1300.00"
"A0002145","경기 화성시","사거리주유소","경기 화성시 우정읍 쌍봉로 418","2025년 10월","HD현대오일뱅크","일반","0.00","1799.00","1659.00","1300.00"
"A0000029","경기 화성시","사랑리주유소","경기 화성시 장안면 사랑길 80","2025년 09월","S-OIL","셀프","0.00","1659.33","1529.00","1220.00"
"A0000029","경기 화성시","사랑리주유소","경기 화성시 장안면 사랑길 80","2025년 10월","S-OIL","셀프","0.00","1661.06","1533.65","1203.87"
"A0033272","경기 화성시","삼미상사(주) 정남TG셀프주유소","경기 화성시 정남면 세자로 214","2025년 09월","SK에너지","셀프","0.00","1619.17","1478.17","0.00"
"A0033272","경기 화성시","삼미상사(주) 정남TG셀프주유소","경기 화성시 정남면 세자로 214","2025년 10월","SK에너지","셀프","0.00","1628.87","1493.39","0.00"
"A0002187","경기 화성시","삼우셀프주유소","경기 화성시 정남면 시청로 1601","2025년 09월","SK에너지","셀프","0.00","1659.00","1529.00","1450.00"
"A0002187","경기 화성시","삼우셀프주유소","경기 화성시 정남면 시청로 1601","2025년 10월","SK에너지","셀프","0.00","1663.19","1533.19","1450.00"
"A0002153","경기 화성시","상안주유소","경기 화성시 서신면 마도로 6","2025년 09월","SK에너지","일반","0.00","1679.00","1579.00","1256.96"
"A0002153","경기 화성시","상안주유소","경기 화성시 서신면 마도로 6","2025년 10월","SK에너지","일반","0.00","1679.00","1582.23","1258.06"
"A0016597","경기 화성시","서봉주유소","경기 화성시 향남읍 서봉로 745","2025년 09월","S-OIL","셀프","0.00","1591.60","1516.60","1232.00"
"A0016597","경기 화성시","서봉주유소","경기 화성시 향남읍 서봉로 745","2025년 10월","S-OIL","셀프","0.00","1629.58","1547.58","1200.00"
"A0009009","경기 화성시","서신농협주유소","경기 화성시 서신면 궁평항로 1705","2025년 09월","NH-OIL","셀프","0.00","1654.00","1498.17","1238.00"
"A0009009","경기 화성시","서신농협주유소","경기 화성시 서신면 궁평항로 1705","2025년 10월","NH-OIL","셀프","0.00","1635.00","1495.00","1200.00"
"A0002274","경기 화성시","서신주유소","경기 화성시 서신면 매화3길 10","2025년 09월","HD현대오일뱅크","일반","0.00","1677.00","1575.00","1300.00"
"A0002274","경기 화성시","서신주유소","경기 화성시 서신면 매화3길 10","2025년 10월","HD현대오일뱅크","일반","0.00","1677.00","1575.39","1300.00"
"A0009002","경기 화성시","서진주유소","경기 화성시 팔탄면 삼천병마로 568","2025년 09월","GS칼텍스","셀프","1859.00","1599.00","1475.00","1290.00"
"A0009002","경기 화성시","서진주유소","경기 화성시 팔탄면 삼천병마로 568","2025년 10월","GS칼텍스","셀프","1859.65","1599.97","1475.77","1290.00"
"A0002333","경기 화성시","서진주유소 향남점 (주)논산얀마","경기 화성시 팔탄면 삼천병마로 563","2025년 09월","GS칼텍스","셀프","0.00","1599.00","1475.00","1269.00"
"A0002333","경기 화성시","서진주유소 향남점 (주)논산얀마","경기 화성시 팔탄면 삼천병마로 563","2025년 10월","GS칼텍스","셀프","0.00","1599.97","1475.77","1226.71"
"A0009006","경기 화성시","서해로셀프주유소 ㈜삼호에너지","경기 화성시 팔탄면 서해로 962","2025년 09월","SK에너지","셀프","1992.67","1602.67","1451.33","0.00"
"A0009006","경기 화성시","서해로셀프주유소 ㈜삼호에너지","경기 화성시 팔탄면 서해로 962","2025년 10월","SK에너지","셀프","1989.00","1614.48","1477.58","0.00"
"A0032865","경기 화성시","서해현대셀프주유소","경기 화성시 매송면 매송고색로 109","2025년 09월","HD현대오일뱅크","셀프","1889.00","1619.00","1479.33","0.00"
"A0032865","경기 화성시","서해현대셀프주유소","경기 화성시 매송면 매송고색로 109","2025년 10월","HD현대오일뱅크","셀프","1889.00","1620.94","1482.87","0.00"
"A0007231","경기 화성시","석포주유소","경기 화성시 장안면 버들로 1244","2025년 09월","HD현대오일뱅크","셀프","0.00","1715.00","1595.00","1450.00"
"A0007231","경기 화성시","석포주유소","경기 화성시 장안면 버들로 1244","2025년 10월","HD현대오일뱅크","셀프","0.00","1715.00","1595.00","1450.00"
"A0002086","경기 화성시","소방주유소","경기 화성시 향남읍 발안만세길 47","2025년 09월","S-OIL","일반","0.00","1681.33","1553.00","1400.00"
"A0002086","경기 화성시","소방주유소","경기 화성시 향남읍 발안만세길 47","2025년 10월","S-OIL","일반","0.00","1684.81","1555.77","1400.00"
"A0009013","경기 화성시","송산(시흥방향)주유소","경기 화성시 송산면 평택시흥고속도로 25","2025년 09월","자가상표","일반","0.00","1651.37","1498.53","0.00"
"A0009013","경기 화성시","송산(시흥방향)주유소","경기 화성시 송산면 평택시흥고속도로 25","2025년 10월","자가상표","일반","0.00","1639.68","1496.52","0.00"
"A0009012","경기 화성시","송산(평택방향)주유소","경기 화성시 송산면 평택시흥고속도로 25","2025년 09월","자가상표","일반","0.00","1651.37","1498.53","0.00"
"A0009012","경기 화성시","송산(평택방향)주유소","경기 화성시 송산면 평택시흥고속도로 25","2025년 10월","자가상표","일반","0.00","1639.71","1496.52","0.00"
"A0009007","경기 화성시","송산그린주유소","경기 화성시 송산면 화성로 246","2025년 09월","SK에너지","셀프","0.00","1646.80","1497.00","0.00"
"A0009007","경기 화성시","송산그린주유소","경기 화성시 송산면 화성로 246","2025년 10월","SK에너지","셀프","0.00","1648.29","1502.81","0.00"
"A0008934","경기 화성시","수노을주유소","경기 화성시 화성로 362","2025년 09월","GS칼텍스","셀프","0.00","1677.00","1574.33","1420.00"
"A0008934","경기 화성시","수노을주유소","경기 화성시 화성로 362","2025년 10월","GS칼텍스","셀프","0.00","1677.00","1571.84","1450.00"
"A0002271","경기 화성시","슈퍼맨주유소","경기 화성시 향남읍 발안로 392","2025년 09월","HD현대오일뱅크","셀프","0.00","1608.00","1479.00","0.00"
"A0002271","경기 화성시","슈퍼맨주유소","경기 화성시 향남읍 발안로 392","2025년 10월","HD현대오일뱅크","셀프","0.00","1618.35","1489.97","0.00"
"A0008967","경기 화성시","스마일주유소","경기 화성시 장안면 수정로 265","2025년 09월","SK에너지","일반","0.00","1647.00","1487.00","1380.00"
"A0008967","경기 화성시","스마일주유소","경기 화성시 장안면 수정로 265","2025년 10월","SK에너지","일반","0.00","1647.00","1503.13","1380.00"
"A0002156","경기 화성시","스타주유소","경기 화성시 정남면 서봉로 1061","2025년 09월","HD현대오일뱅크","셀프","0.00","1622.00","1467.00","0.00"
"A0002156","경기 화성시","스타주유소","경기 화성시 정남면 서봉로 1061","2025년 10월","HD현대오일뱅크","셀프","0.00","1636.29","1494.16","0.00"
"A0006935","경기 화성시","승보스타주유소","경기 화성시 장안면 수정로 113","2025년 09월","S-OIL","일반","1978.00","1698.00","1599.00","1400.00"
"A0006935","경기 화성시","승보스타주유소","경기 화성시 장안면 수정로 113","2025년 10월","S-OIL","일반","1978.00","1698.00","1599.00","1400.00"
"A0033744","경기 화성시","승하셀프주유소","경기 화성시 향남읍 향남로 150","2025년 09월","HD현대오일뱅크","셀프","1930.00","1627.67","1497.67","0.00"
"A0033744","경기 화성시","승하셀프주유소","경기 화성시 향남읍 향남로 150","2025년 10월","HD현대오일뱅크","셀프","1930.65","1629.32","1500.61","0.00"
"A0009000","경기 화성시","신기알뜰주유소","경기 화성시 남양읍 화성로 1472","2025년 09월","알뜰주유소","셀프","0.00","1610.67","1472.33","0.00"
"A0009000","경기 화성시","신기알뜰주유소","경기 화성시 남양읍 화성로 1472","2025년 10월","알뜰주유소","셀프","0.00","1610.55","1479.58","0.00"
"A0002364","경기 화성시","신남스타주유소","경기 화성시 남양읍 남양로 409","2025년 09월","GS칼텍스","셀프","1988.00","1648.00","1498.00","1390.00"
"A0002364","경기 화성시","신남스타주유소","경기 화성시 남양읍 남양로 409","2025년 10월","GS칼텍스","셀프","1988.00","1644.45","1498.00","1390.00"
"A0002201","경기 화성시","신남직영주유소","경기 화성시 남양읍 남양로 581","2025년 09월","HD현대오일뱅크","셀프","0.00","1621.50","1488.60","0.00"
"A0002201","경기 화성시","신남직영주유소","경기 화성시 남양읍 남양로 581","2025년 10월","HD현대오일뱅크","셀프","0.00","1629.26","1503.00","0.00"
"A0002116","경기 화성시","신성주유소","경기 화성시 마도면 화성로 930","2025년 09월","SK에너지","셀프","0.00","1639.67","1518.67","1400.00"
"A0002116","경기 화성시","신성주유소","경기 화성시 마도면 화성로 930","2025년 10월","SK에너지","셀프","0.00","1649.00","1539.90","1384.00"
"A0001988","경기 화성시","쌍용주유소","경기 화성시 향남읍 발안로 724","2025년 09월","S-OIL","일반","1895.00","1677.33","1549.67","1363.33"
"A0001988","경기 화성시","쌍용주유소","경기 화성시 향남읍 발안로 724","2025년 10월","S-OIL","일반","1907.90","1692.10","1572.10","1371.29"
"A0002125","경기 화성시","쌍학주유소","경기 화성시 비봉면 화성로 2087","2025년 09월","GS칼텍스","셀프","0.00","1609.00","1469.00","1250.00"
"A0002125","경기 화성시","쌍학주유소","경기 화성시 비봉면 화성로 2087","2025년 10월","GS칼텍스","셀프","0.00","1612.23","1476.74","1250.00"
