"번호","지역","상호","주소","기간","상표","셀프여부","고급휘발유","휘발유","경유","실내등유"
"A0002197","경기 화성시","안녕그린주유소","경기 화성시 효행로 852 (안녕동)","2025년 09월","SK에너지","셀프","0.00","1705.00","1585.00","0.00"
"A0002197","경기 화성시","안녕그린주유소","경기 화성시 효행로 852 (안녕동)","2025년 10월","SK에너지","셀프","0.00","1705.00","1585.00","0.00"
"A0002135","경기 화성시","안녕주유소","경기도 화성시 만년로 921","2025년 09월","S-OIL","일반","0.00","1644.00","1498.33","1600.00"
"A0002135","경기 화성시","안녕주유소","경기도 화성시 만년로 921","2025년 10월","S-OIL","일반","0.00","1649.03","1538.71","1600.00"
"A0002623","경기 화성시","에스제이오일(주) 샤인주유소","경기 화성시 경기동로 527","2025년 09월","GS칼텍스","셀프","0.00","1654.00","1499.00","1350.00"
"A0002623","경기 화성시","에스제이오일(주) 샤인주유소","경기 화성시 경기동로 527","2025년 10월","GS칼텍스","셀프","0.00","1650.13","1499.97","1350.00"
"A0002662","경기 화성시","에스제이오일㈜ 빅토리주유소","경기 화성시 향남읍 발안로 206","2025년 09월","GS칼텍스","셀프","0.00","1654.00","1499.00","1375.00"
"A0002662","경기 화성시","에스제이오일㈜ 빅토리주유소","경기 화성시 향남읍 발안로 206","2025년 10월","GS칼텍스","셀프","0.00","1654.00","1501.74","1350.00"
"A0033532","경기 화성시","에이치제이에너지주유소","경기 화성시 팔탄면 시청로 567","2025년 09월","GS칼텍스","셀프","1918.00","1617.57","1479.67","1400.00"
"A0033532","경기 화성시","에이치제이에너지주유소","경기 화성시 팔탄면 시청로 567","2025년 10월","GS칼텍스","셀프","1907.68","1615.68","1477.10","1329.03"
"A0008756","경기 화성시","엠케이주유소","경기 화성시 삼성1로 342 (반월동)","2025년 09월","HD현대오일뱅크","셀프","0.00","1628.00","1498.00","0.00"
"A0008756","경기 화성시","엠케이주유소","경기 화성시 삼성1로 342 (반월동)","2025년 10월","HD현대오일뱅크","셀프","0.00","1631.58","1503.52","0.00"
"A0002159","경기 화성시","역구내주유소","경기 화성시 비봉면 양노로 14","2025년 09월","SK에너지","일반","0.00","1695.00","1575.00","1250.00"
"A0002159","경기 화성시","역구내주유소","경기 화성시 비봉면 양노로 14","2025년 10월","SK에너지","일반","0.00","1695.00","1575.00","1250.00"
"A0002284","경기 화성시","연구단지주유소","경기 화성시 남양읍 남양로 361","2025년 09월","HD현대오일뱅크","셀프","0.00","1659.00","1527.67","1400.00"
"A0002284","경기 화성시","연구단지주유소","경기 화성시 남양읍 남양로 361","2025년 10월","HD현대오일뱅크","셀프","0.00","1659.00","1528.35","1400.00"
"A0002479","경기 화성시","연구소주유소","경기 화성시 남양읍 현대기아로 240","2025년 09월","HD현대오일뱅크","일반","0.00","1758.00","1674.50","1450.00"
"A0002479","경기 화성시","연구소주유소","경기 화성시 남양읍 현대기아로 240","2025년 10월","HD현대오일뱅크","일반","0.00","1758.00","1687.42","1444.64"
"A0008931","경기 화성시","영신주유소","경기 화성시 양감면 서해로 135","2025년 09월","HD현대오일뱅크","일반","0.00","1765.67","1616.33","1490.00"
"A0008931","경기 화성시","영신주유소","경기 화성시 양감면 서해로 135","2025년 10월","HD현대오일뱅크","일반","0.00","1785.77","1638.68","1490.00"
"A0017620","경기 화성시","오일리더 남양지점","경기 화성시 남양성지로 17","2025년 09월","자가상표","셀프","0.00","1629.33","1449.13","0.00"
"A0017620","경기 화성시","오일리더 남양지점","경기 화성시 남양성지로 17","2025년 10월","자가상표","셀프","0.00","1638.35","1481.13","0.00"
"A0004740","경기 화성시","오일필드(주)경기지점","경기 화성시 향남읍 발안로 341","2025년 09월","HD현대오일뱅크","셀프","1874.27","1586.70","1457.53","0.00"
"A0004740","경기 화성시","오일필드(주)경기지점","경기 화성시 향남읍 발안로 341","2025년 10월","HD현대오일뱅크","셀프","1887.39","1608.77","1487.16","0.00"
"A0002322","경기 화성시","우리주유소","경기 화성시 봉담읍 효행로 311","2025년 09월","GS칼텍스","일반","1915.00","1600.00","1459.00","1320.00"
"A0002322","경기 화성시","우리주유소","경기 화성시 봉담읍 효행로 311","2025년 10월","GS칼텍스","일반","1915.00","1612.58","1502.13","1320.00"
"A0002342","경기 화성시","원더우먼주유소","경기 화성시 우정읍 포승향남로 1106","2025년 09월","알뜰주유소","셀프","0.00","1591.77","1457.63","0.00"
"A0002342","경기 화성시","원더우먼주유소","경기 화성시 우정읍 포승향남로 1106","2025년 10월","알뜰주유소","셀프","0.00","1606.26","1471.16","0.00"
"A0002282","경기 화성시","원평주유소","경기 화성시 매송면 화성로 2415","2025년 09월","S-OIL","셀프","0.00","1695.00","1595.00","0.00"
"A0002282","경기 화성시","원평주유소","경기 화성시 매송면 화성로 2415","2025년 10월","S-OIL","셀프","0.00","1695.00","1595.00","0.00"
"A0008959","경기 화성시","유림주유소","경기 화성시 향남읍 서봉로 586","2025년 09월","SK에너지","일반","0.00","1815.00","1685.00","1650.00"
"A0008959","경기 화성시","유림주유소","경기 화성시 향남읍 서봉로 586","2025년 10월","SK에너지","일반","0.00","1816.29","1685.32","1650.00"
"A0007213","경기 화성시","육일주유소","경기 화성시 송산면 당성로 523","2025년 09월","SK에너지","일반","0.00","1768.00","1628.00","1300.00"
"A0007213","경기 화성시","육일주유소","경기 화성시 송산면 당성로 523","2025년 10월","SK에너지","일반","0.00","1768.00","1628.00","1281.61"
"A0002253","경기 화성시","융건릉주유소","경기 화성시 효행로 458 (안녕동)","2025년 09월","SK에너지","셀프","0.00","1615.27","1486.33","0.00"
"A0002253","경기 화성시","융건릉주유소","경기 화성시 효행로 458 (안녕동)","2025년 10월","SK에너지","셀프","0.00","1620.94","1507.45","0.00"
"A0002494","경기 화성시","이케이에너지㈜ 광차주유소","경기 화성시 팔탄면 서해로 1266","2025년 09월","HD현대오일뱅크","셀프","0.00","1599.00","1447.00","0.00"
"A0002494","경기 화성시","이케이에너지㈜ 광차주유소","경기 화성시 팔탄면 서해로 1266","2025년 10월","HD현대오일뱅크","셀프","0.00","1599.00","1449.90","0.00"
"A0008993","경기 화성시","이케이에너지㈜ 화성주유소","경기 화성시 남양읍 화성로 995","2025년 09월","HD현대오일뱅크","셀프","0.00","1587.00","1447.00","0.00"
"A0008993","경기 화성시","이케이에너지㈜ 화성주유소","경기 화성시 남양읍 화성로 995","2025년 10월","HD현대오일뱅크","셀프","0.00","1597.97","1465.39","0.00"
"A0009774","경기 화성시","이화셀프주유소","경기 화성시 비봉면 푸른들판로 1401","2025년 09월","S-OIL","셀프","0.00","1620.23","1475.00","0.00"
"A0009774","경기 화성시","이화셀프주유소","경기 화성시 비봉면 푸른들판로 1401","2025년 10월","S-OIL","셀프","0.00","1646.06","1525.77","0.00"
"A0002233","경기 화성시","자안주유소","경기 화성시 비봉면 푸른들판로 1116","2025년 09월","HD현대오일뱅크","일반","0.00","1669.00","1529.00","1300.00"
"A0002233","경기 화성시","자안주유소","경기 화성시 비봉면 푸른들판로 1116","2025년 10월","HD현대오일뱅크","일반","0.00","1669.00","1538.03","1300.00"
"A0009004","경기 화성시","자유에너지(주) 남양타운주유소","경기 화성시 남양읍 주석로 54","2025년 09월","HD현대오일뱅크","셀프","0.00","1623.07","1498.57","0.00"
"A0009004","경기 화성시","자유에너지(주) 남양타운주유소","경기 화성시 남양읍 주석로 54","2025년 10월","HD현대오일뱅크","셀프","0.00","1612.13","1509.97","0.00"
"A0032719","경기 화성시","자유에너지(주) 행운주유소","경기도 화성시 봉담읍 효행로 268 (봉담읍)","2025년 09월","HD현대오일뱅크","셀프","0.00","1623.07","1498.57","0.00"
"A0032719","경기 화성시","자유에너지(주) 행운주유소","경기도 화성시 봉담읍 효행로 268 (봉담읍)","2025년 10월","HD현대오일뱅크","셀프","0.00","1611.81","1509.97","0.00"
"A0008991","경기 화성시","장수주유소","경기 화성시 장안면 3.1만세로 480","2025년 09월","GS칼텍스","일반","0.00","1678.00","1534.00","1390.00"
"A0008991","경기 화성시","장수주유소","경기 화성시 장안면 3.1만세로 480","2025년 10월","GS칼텍스","일반","0.00","1678.00","1547.00","1388.57"
"A0033211","경기 화성시","장지IC주유소","경기 화성시 경기동로 378 (장지동)","2025년 09월","S-OIL","셀프","0.00","1618.67","1475.00","0.00"
"A0033211","경기 화성시","장지IC주유소","경기 화성시 경기동로 378 (장지동)","2025년 10월","S-OIL","셀프","0.00","1616.58","1479.84","0.00"
"A0007409","경기 화성시","저녁노을주유소","경기 화성시 동탄지성로 388","2025년 09월","S-OIL","일반","0.00","1668.00","1528.00","1450.00"
"A0007409","경기 화성시","저녁노을주유소","경기 화성시 동탄지성로 388","2025년 10월","S-OIL","일반","0.00","1668.65","1538.00","1450.00"
"A0002694","경기 화성시","전국배달 현명주유소","경기 화성시 비봉면 양노로 155","2025년 09월","알뜰주유소","셀프","0.00","1622.50","1476.67","1190.00"
"A0002694","경기 화성시","전국배달 현명주유소","경기 화성시 비봉면 양노로 155","2025년 10월","알뜰주유소","셀프","0.00","1636.29","1488.23","1193.87"
"A0008928","경기 화성시","정남IC주유소","경기 화성시 정남면 세자로 68","2025년 09월","S-OIL","셀프","0.00","1698.00","1548.00","1500.00"
"A0008928","경기 화성시","정남IC주유소","경기 화성시 정남면 세자로 68","2025년 10월","S-OIL","셀프","0.00","1698.00","1548.00","1500.00"
"A0002546","경기 화성시","정남농협주유소","경기 화성시 정남면 만년로 552","2025년 09월","NH-OIL","일반","0.00","1623.33","1489.33","1280.00"
"A0002546","경기 화성시","정남농협주유소","경기 화성시 정남면 만년로 552","2025년 10월","NH-OIL","일반","0.00","1632.32","1509.84","1280.00"
"A0009017","경기 화성시","정남제일주유소","경기 화성시 정남면 만년로 354","2025년 09월","HD현대오일뱅크","일반","0.00","1641.00","1501.00","0.00"
"A0009017","경기 화성시","정남제일주유소","경기 화성시 정남면 만년로 354","2025년 10월","HD현대오일뱅크","일반","0.00","1660.74","1530.74","1460.77"
"A0002155","경기 화성시","정남주유소","경기 화성시 정남면 괘랑1길 1-6","2025년 09월","S-OIL","일반","0.00","1735.00","1548.00","1550.00"
"A0002155","경기 화성시","정남주유소","경기 화성시 정남면 괘랑1길 1-6","2025년 10월","S-OIL","일반","0.00","1735.00","1548.00","1550.00"
"A0002424","경기 화성시","정문주유소","경기 화성시 양감면 정문회화로 239","2025년 09월","SK에너지","일반","0.00","1689.00","1571.67","1350.00"
"A0002424","경기 화성시","정문주유소","경기 화성시 양감면 정문회화로 239","2025년 10월","SK에너지","일반","0.00","1687.71","1568.52","1350.00"
"A0002400","경기 화성시","조형주유소","경기 화성시 우정읍 버들로 94","2025년 09월","S-OIL","셀프","0.00","1659.00","1529.00","1217.33"
"A0002400","경기 화성시","조형주유소","경기 화성시 우정읍 버들로 94","2025년 10월","S-OIL","셀프","0.00","1661.06","1533.65","1203.87"
"A0033105","경기 화성시","주석self주유소","경기 화성시 남양읍 주석로 79","2025년 09월","S-OIL","셀프","1918.00","1668.00","1528.00","0.00"
"A0033105","경기 화성시","주석self주유소","경기 화성시 남양읍 주석로 79","2025년 10월","S-OIL","셀프","1918.00","1668.00","1538.32","1390.00"
"A0033760","경기 화성시","주식회사 대원카고 앤 에너지","경기 화성시 봉담읍 매봉로 222","2025년 09월","SK에너지","셀프","0.00","1638.00","1502.93","0.00"
"A0033760","경기 화성시","주식회사 대원카고 앤 에너지","경기 화성시 봉담읍 매봉로 222","2025년 10월","SK에너지","셀프","0.00","1638.34","1502.93","0.00"
"A0002260","경기 화성시","주식회사 성인석유 거창주유소","경기 화성시 팔탄면 마당바위로 113","2025년 09월","HD현대오일뱅크","셀프","0.00","1599.10","1493.67","1300.00"
"A0002260","경기 화성시","주식회사 성인석유 거창주유소","경기 화성시 팔탄면 마당바위로 113","2025년 10월","HD현대오일뱅크","셀프","0.00","1599.00","1479.90","1300.00"
"A0002041","경기 화성시","주식회사 팔탄","경기 화성시 팔탄면 푸른들판로 603","2025년 09월","S-OIL","셀프","0.00","1675.00","1555.00","1450.00"
"A0002041","경기 화성시","주식회사 팔탄","경기 화성시 팔탄면 푸른들판로 603","2025년 10월","S-OIL","셀프","0.00","1676.94","1556.94","1450.00"
"A0008939","경기 화성시","주식회사청우에너지","경기 화성시 팔탄면 서해로 1409-9","2025년 09월","SK에너지","셀프","0.00","1612.67","1471.67","1415.00"
"A0008939","경기 화성시","주식회사청우에너지","경기 화성시 팔탄면 서해로 1409-9","2025년 10월","SK에너지","셀프","0.00","1615.90","1482.74","1400.00"
"A0006840","경기 화성시","주은에너지","경기 화성시 정남면 가장로 319","2025년 09월","SK에너지","일반","0.00","1675.00","1506.00","0.00"
"A0006840","경기 화성시","주은에너지","경기 화성시 정남면 가장로 319","2025년 10월","SK에너지","일반","0.00","1675.00","1532.97","0.00"
"A0002055","경기 화성시","지성주유소","경기 화성시 마도면 화성로 726","2025년 09월","SK에너지","셀프","0.00","1635.67","1495.67","1250.00"
"A0002055","경기 화성시","지성주유소","경기 화성시 마도면 화성로 726","2025년 10월","SK에너지","셀프","0.00","1641.77","1507.58","1251.29"
"A0002389","경기 화성시","지에스칼텍스(주) 동탄푸른숲주유소","경기 화성시 여울로 114","2025년 09월","GS칼텍스","셀프","0.00","1688.00","1630.33","0.00"
"A0002389","경기 화성시","지에스칼텍스(주) 동탄푸른숲주유소","경기 화성시 여울로 114","2025년 10월","GS칼텍스","셀프","0.00","1703.16","1654.48","0.00"
"A0007412","경기 화성시","지에스칼텍스(주)동탄신도시주유소","경기 화성시 효행로 1293","2025년 09월","GS칼텍스","셀프","1908.40","1666.20","1630.33","0.00"
"A0007412","경기 화성시","지에스칼텍스(주)동탄신도시주유소","경기 화성시 효행로 1293","2025년 10월","GS칼텍스","셀프","1914.16","1693.52","1653.84","0.00"
"A0004191","경기 화성시","지에스칼텍스(주)발안IC주유소","경기 화성시 향남읍 3.1만세로 911","2025년 09월","GS칼텍스","셀프","0.00","1769.00","1548.33","1600.00"
"A0004191","경기 화성시","지에스칼텍스(주)발안IC주유소","경기 화성시 향남읍 3.1만세로 911","2025년 10월","GS칼텍스","셀프","0.00","1784.16","1572.48","1600.00"
"A0008969","경기 화성시","지에스칼텍스(주)캐피탈주유소","경기 화성시 향남읍 발안로 450","2025년 09월","GS칼텍스","셀프","0.00","1772.00","1486.00","1350.00"
"A0008969","경기 화성시","지에스칼텍스(주)캐피탈주유소","경기 화성시 향남읍 발안로 450","2025년 10월","GS칼텍스","셀프","0.00","1790.16","1499.32","1350.00"
"A0032923","경기 화성시","지에스칼텍스㈜동탄2산단주유소","경기 화성시 동탄기흥로 161","2025년 09월","GS칼텍스","셀프","0.00","1632.27","1538.33","0.00"
"A0032923","경기 화성시","지에스칼텍스㈜동탄2산단주유소","경기 화성시 동탄기흥로 161","2025년 10월","GS칼텍스","셀프","0.00","1637.26","1562.39","0.00"
"A0002611","경기 화성시","진현에너지 해오름지점","경기 화성시 팔탄면 서해로 833","2025년 09월","HD현대오일뱅크","셀프","1949.00","1639.00","1489.00","1564.48"
"A0002611","경기 화성시","진현에너지 해오름지점","경기 화성시 팔탄면 서해로 833","2025년 10월","HD현대오일뱅크","셀프","1949.00","1639.32","1496.19","1570.00"
"A0002181","경기 화성시","차사랑주유소","경기 화성시 우정읍 남양만로 565","2025년 09월","HD현대오일뱅크","일반","0.00","1698.67","1597.67","1250.00"
"A0002181","경기 화성시","차사랑주유소","경기 화성시 우정읍 남양만로 565","2025년 10월","HD현대오일뱅크","일반","0.00","1697.03","1596.06","1250.00"
"A0002028","경기 화성시","창곡주유소","경기 화성시 팔탄면 푸른들판로 744","2025년 09월","GS칼텍스","일반","0.00","1759.00","1655.67","1500.00"
"A0002028","경기 화성시","창곡주유소","경기 화성시 팔탄면 푸른들판로 744","2025년 10월","GS칼텍스","일반","0.00","1760.29","1660.29","1500.00"
"A0008972","경기 화성시","청강신리주유소","경기 화성시 정남면 만년로 391","2025년 09월","GS칼텍스","셀프","0.00","1675.00","1538.90","1450.00"
"A0008972","경기 화성시","청강신리주유소","경기 화성시 정남면 만년로 391","2025년 10월","GS칼텍스","셀프","0.00","1675.71","1539.68","1450.00"
"A0008924","경기 화성시","케이아이에스정보통신㈜ 봉담주유소","경기 화성시 봉담읍 동화역말길 63","2025년 09월","S-OIL","셀프","1915.00","1620.33","1487.53","0.00"
"A0008924","경기 화성시","케이아이에스정보통신㈜ 봉담주유소","경기 화성시 봉담읍 동화역말길 63","2025년 10월","S-OIL","셀프","1915.00","1618.87","1505.65","0.00"
"A0002577","경기 화성시","케이와이에너지(주)남양주유소충전소","경기 화성시 남양읍 화성로 1412","2025년 09월","HD현대오일뱅크","일반","0.00","1620.00","1481.67","0.00"
"A0002577","경기 화성시","케이와이에너지(주)남양주유소충전소","경기 화성시 남양읍 화성로 1412","2025년 10월","HD현대오일뱅크","일반","0.00","1617.97","1487.97","1600.00"
"A0032949","경기 화성시","코끼리주유소","경기 화성시 마도면 화성로 909","2025년 09월","SK에너지","셀프","0.00","1635.00","1495.00","1313.64"
"A0032949","경기 화성시","코끼리주유소","경기 화성시 마도면 화성로 909","2025년 10월","SK에너지","셀프","0.00","1638.23","1500.81","1301.43"
"A0002347","경기 화성시","탑주유소","경기 화성시 우정읍 기아자동차로 703-1","2025년 09월","GS칼텍스","셀프","0.00","1639.53","1502.60","1230.00"
"A0002347","경기 화성시","탑주유소","경기 화성시 우정읍 기아자동차로 703-1","2025년 10월","GS칼텍스","셀프","0.00","1675.13","1499.00","1230.00"
"A0033632","경기 화성시","태물주유소","경기 화성시 남양읍 남양로 651","2025년 09월","알뜰주유소","셀프","0.00","1599.20","1467.70","0.00"
"A0033632","경기 화성시","태물주유소","경기 화성시 남양읍 남양로 651","2025년 10월","알뜰주유소","셀프","0.00","1604.74","1478.10","0.00"
"A0005663","경기 화성시","푸른하늘주유소","경기 화성시 정남면 정남동로 145","2025년 09월","HD현대오일뱅크","일반","0.00","1677.00","1557.00","1450.00"
"A0005663","경기 화성시","푸른하늘주유소","경기 화성시 정남면 정남동로 145","2025년 10월","HD현대오일뱅크","일반","0.00","1677.00","1557.00","1450.00"
"A0008989","경기 화성시","푸른현대주유소","경기 화성시 남양읍 주석로 304","2025년 09월","HD현대오일뱅크","셀프","0.00","1617.00","1477.00","0.00"
"A0008989","경기 화성시","푸른현대주유소","경기 화성시 남양읍 주석로 304","2025년 10월","HD현대오일뱅크","셀프","0.00","1618.48","1485.90","0.00"
"A0002371","경기 화성시","풍년주유소","경기 화성시 우정읍 포승향남로 1420","2025년 09월","HD현대오일뱅크","일반","0.00","1699.00","1595.67","0.00"
"A0002371","경기 화성시","풍년주유소","경기 화성시 우정읍 포승향남로 1420","2025년 10월","HD현대오일뱅크","일반","0.00","1699.00","1588.68","1350.00"
"A0002659","경기 화성시","하늘에너지㈜송산마도IC주유소충전소","경기 화성시 송산면 화성로 618","2025년 09월","GS칼텍스","셀프","1934.00","1634.00","1474.00","1430.00"
"A0002659","경기 화성시","하늘에너지㈜송산마도IC주유소충전소","경기 화성시 송산면 화성로 618","2025년 10월","GS칼텍스","셀프","1934.00","1636.58","1476.58","1423.60"
"A0002348","경기 화성시","한민족주유소","경기 화성시 향남읍 푸른들판로 324-6","2025년 09월","GS칼텍스","셀프","0.00","1629.00","1517.33","1350.00"
"A0002348","경기 화성시","한민족주유소","경기 화성시 향남읍 푸른들판로 324-6","2025년 10월","GS칼텍스","셀프","0.00","1629.00","1513.52","1350.00"
"A0008946","경기 화성시","한얼에너지","경기 화성시 남양읍 화성로 1244","2025년 09월","GS칼텍스","일반","0.00","1777.00","1647.00","0.00"
"A0008946","경기 화성시","한얼에너지","경기 화성시 남양읍 화성로 1244","2025년 10월","GS칼텍스","일반","0.00","1760.55","1634.74","0.00"
"A0002658","경기 화성시","해뜨는주유소","경기 화성시 경기동로 516","2025년 09월","HD현대오일뱅크","일반","0.00","1798.00","1624.00","1350.00"
"A0002658","경기 화성시","해뜨는주유소","경기 화성시 경기동로 516","2025년 10월","HD현대오일뱅크","일반","0.00","1798.00","1624.93","0.00"
"A0002124","경기 화성시","해양산업단지주유소","경기 화성시 서신면 전곡항로 382","2025년 09월","HD현대오일뱅크","일반","0.00","1667.00","1530.23","1200.00"
"A0002124","경기 화성시","해양산업단지주유소","경기 화성시 서신면 전곡항로 382","2025년 10월","HD현대오일뱅크","일반","0.00","1667.00","1541.77","1200.00"
"A0001569","경기 화성시","행정타운오일뱅크","경기 화성시 남양읍 시청로 275","2025년 09월","HD현대오일뱅크","셀프","1926.33","1623.33","1495.33","1400.00"
"A0001569","경기 화성시","행정타운오일뱅크","경기 화성시 남양읍 시청로 275","2025년 10월","HD현대오일뱅크","셀프","1919.29","1633.48","1502.19","1366.13"
"A0002427","경기 화성시","향남TG주유소","경기 화성시 향남읍 만년로 24","2025년 09월","HD현대오일뱅크","일반","0.00","1641.33","1501.00","0.00"
"A0002427","경기 화성시","향남TG주유소","경기 화성시 향남읍 만년로 24","2025년 10월","HD현대오일뱅크","일반","0.00","1660.74","1531.06","1450.00"
"A0000329","경기 화성시","향남신도시주유소","경기 화성시 향남읍 발안로 199","2025년 09월","SK에너지","일반","0.00","1699.00","1571.67","0.00"
"A0000329","경기 화성시","향남신도시주유소","경기 화성시 향남읍 발안로 199","2025년 10월","SK에너지","일반","0.00","1699.00","1570.29","1424.29"
"A0033173","경기 화성시","현대셀프주유소","경기 화성시 매송면 매송로 283","2025년 09월","HD현대오일뱅크","셀프","0.00","1609.00","1469.00","1400.00"
"A0033173","경기 화성시","현대셀프주유소","경기 화성시 매송면 매송로 283","2025년 10월","HD현대오일뱅크","셀프","0.00","1618.68","1481.90","1400.00"
"A0002565","경기 화성시","현대오일뱅크㈜직영 효행로셀프주유소","경기 화성시 효행로 767 (안녕동)","2025년 09월","HD현대오일뱅크","셀프","0.00","1637.67","1582.60","0.00"
"A0002565","경기 화성시","현대오일뱅크㈜직영 효행로셀프주유소","경기 화성시 효행로 767 (안녕동)","2025년 10월","HD현대오일뱅크","셀프","0.00","1642.33","1584.00","0.00"
"A0002127","경기 화성시","현대주유소","경기 화성시 비봉면 푸른들판로 1023","2025년 09월","SK에너지","일반","0.00","1739.00","1599.00","0.00"
"A0002127","경기 화성시","현대주유소","경기 화성시 비봉면 푸른들판로 1023","2025년 10월","SK에너지","일반","0.00","1739.00","1599.00","1450.00"
"A0009444","경기 화성시","형제주유소","경기도 화성시 정남면 서봉로 1081 (정남면)","2025년 09월","S-OIL","셀프","0.00","1621.00","1458.00","0.00"
"A0009444","경기 화성시","형제주유소","경기도 화성시 정남면 서봉로 1081 (정남면)","2025년 10월","S-OIL","셀프","0.00","1638.87","1482.55","0.00"
"A0009020","경기 화성시","혜성주유소","경기 화성시 팔탄면 서해로 1271","2025년 09월","S-OIL","셀프","0.00","1628.67","1488.27","0.00"
"A0009020","경기 화성시","혜성주유소","경기 화성시 팔탄면 서해로 1271","2025년 10월","S-OIL","셀프","0.00","1645.71","1507.00","1700.00"
"A0008921","경기 화성시","호성주유소","경기 화성시 남양읍 무하로 124","2025년 09월","SK에너지","일반","0.00","1625.00","1495.00","1403.45"
"A0008921","경기 화성시","호성주유소","경기 화성시 남양읍 무하로 124","2025년 10월","SK에너지","일반","0.00","1641.13","1506.29","1404.84"
"A0008997","경기 화성시","화성골드주유소 (주)기정에너지","경기 화성시 남양읍 화성로 1267","2025년 09월","GS칼텍스","셀프","1898.00","1587.00","1447.00","0.00"
"A0008997","경기 화성시","화성골드주유소 (주)기정에너지","경기 화성시 남양읍 화성로 1267","2025년 10월","GS칼텍스","셀프","1898.00","1597.58","1473.32","0.00"
"A0012318","경기 화성시","화성뉴시티주유소","경기 화성시 남양읍 화성로 1286","2025년 09월","S-OIL","일반","0.00","1634.67","1496.00","0.00"
"A0012318","경기 화성시","화성뉴시티주유소","경기 화성시 남양읍 화성로 1286","2025년 10월","S-OIL","일반","0.00","1648.94","1509.58","0.00"
"A0002410","경기 화성시","화성크린주유소","경기 화성시 송산면 화성로 288","2025년 09월","S-OIL","셀프","0.00","1677.00","1543.67","1427.00"
"A0002410","경기 화성시","화성크린주유소","경기 화성시 송산면 화성로 288","2025년 10월","S-OIL","셀프","0.00","1677.00","1542.81","1427.00"
"A0008936","경기 화성시","효진주유소","경기 화성시 향남읍 서봉로 713","2025년 09월","HD현대오일뱅크","셀프","1940.00","1588.43","1467.87","1400.00"
"A0008936","경기 화성시","효진주유소","경기 화성시 향남읍 서봉로 713","2025년 10월","HD현대오일뱅크","셀프","1940.00","1616.29","1486.29","1400.00"
"A0002016","경기 화성시","휴게주유소","경기 화성시 서신면 전곡항로 190","2025년 09월","GS칼텍스","일반","0.00","1667.00","1523.00","1200.00"
"A0002016","경기 화성시","휴게주유소","경기 화성시 서신면 전곡항로 190","2025년 10월","GS칼텍스","일반","0.00","1667.06","1522.19","1198.39"
"A0002165","경기 화성시","흥아주유소","경기 화성시 향남읍 서해로 553","2025년 09월","SK에너지","셀프","0.00","1648.33","1501.00","1350.00"
"A0002165","경기 화성시","흥아주유소","경기 화성시 향남읍 서해로 553","2025년 10월","SK에너지","셀프","0.00","1630.94","1505.77","1353.23"
"A0033684","경기 화성시","희망주유소","경기 화성시 봉담읍 삼천병마로 649","2025년 09월","HD현대오일뱅크","셀프","0.00","1598.00","1470.00","1280.00"
"A0033684","경기 화성시","희망주유소","경기 화성시 봉담읍 삼천병마로 649","2025년 10월","HD현대오일뱅크","셀프","0.00","1608.00","1480.42","1280.00"
